show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6772,Movie,Flying Guillotine 2,"Kang Cheng, Shan Hua","Feng Ku, Chung Wang, Szu Shih, Lung Ti, Lo Lieh, Szu-Chia Chen",Hong Kong,"July 31, 2018",1978,TV-MA,88 min,"Action & Adventure, International Movies","The emperor's reign of terror expands. Heroic outlaw Ma Teng joins a squad of female rebels, whose leader is torn between family loyalties."
s6798,Movie,Fred Claus,David Dobkin,"Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson, Rachel Weisz, Kathy Bates, Trevor Peacock, Ludacris, Elizabeth Banks",United States,"January 1, 2021",2007,PG,115 min,"Children & Family Movies, Comedies",The holiday season is ruined for Santa Claus when his cranky older brother – a repo man with a sizable rap sheet – visits him at the North Pole.
s6799,Movie,Free Willy,Simon Wincer,"Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg, Michael Madsen, Michael Ironside, Richard Riehle, Mykelti Williamson, Michael Bacall, Danielle Harris","United States, France, Mexico","January 1, 2020",1993,PG,112 min,"Children & Family Movies, Dramas","Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit."
s6821,TV Show,Gabru: Hip Hop Revolution,,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,"June 1, 2018",2018,TV-14,1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination ."
s6823,TV Show,Galavant,,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",United States," September 7, 2016",2016,TV-PG,2 Seasons,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy."
s6825,TV Show,Game Winning Hit,,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,"September 1, 2016",2009,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.
s6826,TV Show,Gangs of Hassepur,,"Ragini Khanna, Mandira Bedi, Tanishaa Mukerji",India,"April 15, 2017",2014,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations."
s6835,TV Show,Genius of the Ancient World,,Bettany Hughes,United Kingdom,"August 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
s6848,Movie,Ghost Rider,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Wes Bentley, Sam Elliott, Donal Logue, Matt Long, Peter Fonda, Brett Cullen, Raquel Alessi, Laurence Breuls","United States, Australia","October 1, 2020",2007,PG-13,110 min,"Action & Adventure, Sci-Fi & Fantasy","After selling his soul to save a loved one, daredevil biker Johnny Blaze pays the price by becoming a flame-skulled bounty hunter for Mephistopheles."
s6863,Movie,God's Not Dead: A Light in Darkness,Michael Mason,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",United States,"December 4, 2018",2018,PG,106 min,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
s6865,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",India,"December 31, 2019",1979,TV-PG,137 min,"Classic Movies, Comedies, International Movies","When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother."
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,"Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",India,"December 31, 2019",2006,TV-14,148 min,"Comedies, International Movies","Between thwarting crooks and wooing the belle next door, four pranksters get in over their heads when they bamboozle their way into a couple’s bungalow."
s6889,Movie,Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker","Germany, United States","October 1, 2020",2008,R,117 min,Dramas,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,"January 1, 2018",2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go."
s6901,Movie,Gun Runners,Anjali Nayar,,Canada,"February 1, 2017",2015,TV-PG,90 min,"Documentaries, International Movies, Sports Movies",Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
s6932,Movie,Harriet the Spy: Blog Wars,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan","United States, Canada","April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
s6936,TV Show,Hart of Dixie,,"Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel, Scott Porter, Tim Matheson, Kaitlyn Black, Ross Philips",United States," December 15, 2015",2014,TV-PG,4 Seasons,"TV Comedies, TV Dramas",Fast-talking city girl Zoe Hart winds up patching up the locals of a tiny town in the Deep South when she inherits a medical practice in Alabama.
s6964,TV Show,Herrens veje,,"Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch",Denmark,"June 1, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.
s6966,TV Show,Hidden Singer,,"Hyun-moo Jun, Solbi, Dong-hyuk Jang, Young-hoon Joo",South Korea,"May 19, 2017",2015,TV-Y7,1 Season,"International TV Shows, Korean TV Shows, Reality TV",Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.
s6969,Movie,Highly Strung,Scott Hicks,,Australia,"February 1, 2017",2015,TV-14,80 min,"Documentaries, International Movies, Music & Musicals","Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
s6977,TV Show,History's Greatest Hoaxes,,,Australia,"July 12, 2019",2016,TV-PG,1 Season,"British TV Shows, Docuseries","Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history."
s7022,Movie,Hulk Vs.,"Sam Liu, Frank Paur","Fred Tatasciore, Matthew Wolf, Graham McTavish, Grey DeLisle, Kari Wahlgren, Bryce Johnson, Janyse Jaud, Jay Brazeau, Jonathan Holmes, Paul Dobson, Michael Adamthwaite, French Tickner, Nicole Oliver, Qayam Devji, Steve Blum, Mark Acheson, Colin Murdock, Nolan North, Tom Kane",United States,"June 1, 2020",2009,PG-13,83 min,"Action & Adventure, Sci-Fi & Fantasy",This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.
s7034,TV Show,Hyori's Bed & Breakfast,,"Hyo-ri Lee, Sang-soon Lee, Ji-eun Lee",,"March 29, 2018",2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV","K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats."
s7039,Movie,I Am Maris,Laura VanZee Taylor,Maris Degener,United States,"April 1, 2019",2018,TV-14,54 min,Documentaries,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance."
s7051,TV Show,I'm Sorry,,"Andrea Savage, Tom Everett Scott, Olive Petrucci",United States,"September 13, 2019",2019,TV-MA,2 Seasons,TV Comedies,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth."
s7066,Movie,Inconceivable,Jonathan Baker,"Gina Gershon, Faye Dunaway, Nicolas Cage, Nicky Whelan, Natalie Eva Marie, Jonathan Baker, James Van Patten","United Kingdom, United States","March 1, 2018",2017,R,106 min,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
s7110,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",India,"December 31, 2019",2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies","To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
s7118,Movie,Jal,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",India,"October 15, 2017",2013,TV-14,132 min,"Dramas, Independent Movies, International Movies",A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.
s7129,Movie,Jewel's Catch One,C. Fitz,Jewel Thais-Williams,United States,"May 1, 2018",2016,TV-MA,84 min,"Documentaries, LGBTQ Movies","The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities."
s7146,Movie,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,"August 8, 2019",2011,PG,91 min,"Children & Family Movies, Comedies","In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal."
s7168,Movie,Kalki,Dhilip Kumar,"Kishore Kumar G., Yasmin Ponnappa, Mithraboomi Saravanan",India,"March 1, 2018",2017,TV-14,41 min,"Dramas, Independent Movies, International Movies",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
s7170,Movie,Karzzzz,Satish Kaushik,"Himesh Reshammiya, Urmila Matondkar, Shweta Kumar, Dino Morea, Raj Babbar, Danny Denzongpa, Gulshan Grover, Rohini Hattangadi, Asrani, Smita Bansal",India,"October 22, 2017",2008,TV-14,137 min,"International Movies, Music & Musicals, Romantic Movies","When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime."
s7182,Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,"Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta",United States,"January 1, 2019",2017,TV-MA,90 min,"Documentaries, LGBTQ Movies",Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.
s7188,TV Show,Khotey Sikkey,,"Vikas Kumar, Hassan Zaidi, Sukhmani Sadana, Puru Chibber, Dilkhush, Mark Farokh Parakh",India,"March 15, 2018",2011,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.
s7208,Movie,King Jack,Felix Thompson,"Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine",United States,"July 1, 2016",2015,NR,81 min,"Dramas, Independent Movies","Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend."
s7212,Movie,Kings,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan","France, Belgium, China, United States","October 29, 2018",2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2012,TV-Y7,61 min,Children & Family Movies,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister."
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,"June 15, 2018",2018,TV-G,48 min,"Documentaries, International Movies","In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages."
s7324,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,Werner Herzog,United States,"December 23, 2016",2016,PG-13,98 min,Documentaries,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence."
s7360,TV Show,Lucky Days,,"Chris Wang, Tammy Chen, Fan Kuang-yao, Chen Bor Jeng, Lin Mei-hsiu, Ma Nien-hsien",China,"September 1, 2016",2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When laidback Ren, who is about to divorce his money-crazy wife, finds a time-traveling computer, he decides to use it to reboot his marriage."
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,"Swara Bhaskar, Bhanu Uday, Murli Sharma, Deep Raj Rana, Reema Debnath, Hemant Pandey, Saurabh Dubey, Sakha Kalyani",India,"October 15, 2017",2014,TV-MA,118 min,"Horror Movies, International Movies","After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house."
s7383,TV Show,Maharakshak: Aryan,,"Aakarshan Singh, Vikramjeet Virk, Reena Aggarwal, Khalid Siddiqui, Abigail Jain, Rishabh Jain",India,"April 1, 2017",2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","Shy nerd Aryan learns soon after his 18th birthday that he has inherited superpowers, which he must use to vanquish a variety of evil threats."
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,"Paoli Dam, Parambrata Chattopadhyay, Indrasish Roy, Koushik Sen, Biswajit Chakraborty",India,"April 1, 2018",2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies","With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
s7404,Movie,Marauders,Steven C. Miller,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance","Canada, United States","December 1, 2020",2016,R,107 min,Action & Adventure,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.
s7434,Movie,Medium,Jacek Koprowicz,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista","Poland, West Germany","October 1, 2019",1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers","In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others."
s7441,Movie,Memoir of a Murderer,Shin-yeon Won,"Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim",South Korea,"February 19, 2018",2017,TV-MA,118 min,"Dramas, International Movies, Thrillers","Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer."
s7477,Movie,Mohawk,Ted Geoghegan,"Kaniehtiio Horn, Eamon Farren, Justin Rain, Ezra Buzzington, Noah Segan, Ian Colletti, Robert Longstreet, Jon Huber, Jack Gwaltney, Sheri Foster, David La Haye",United States,"June 30, 2018",2017,TV-MA,92 min,"Action & Adventure, Horror Movies, Independent Movies","During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge."
s7497,Movie,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks","Laura Bailey, Hank Banks, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Kate Higgins, Andrew Duncan",United States,"March 1, 2018",2012,TV-Y7,71 min,Children & Family Movies,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time."
s7509,Movie,Moonwalkers,Antoine Bardou-Jacquet,"Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte","France, Belgium","September 8, 2017",2015,R,96 min,"Action & Adventure, Comedies, International Movies","A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."
s7512,Movie,Mortified Nation,Michael Mayer,,United States,"February 1, 2018",2013,TV-MA,84 min,Documentaries,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers."
s7528,Movie,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",United States,"September 1, 2018",2007,NR,79 min,"Comedies, Cult Movies, Horror Movies","A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
s7532,Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak",Canada,"October 17, 2018",2010,TV-PG,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
s7536,Movie,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",United States,"January 23, 2018",2016,PG-13,77 min,"Comedies, Independent Movies","After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars."
s7584,Movie,Night Comes On,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James McDaniel, Cymbal Byrd",United States,"August 27, 2020",2018,TV-MA,87 min,"Dramas, Independent Movies",A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.
s7607,Movie,NOVA: Eclipse Over America,Martin Gorst,,United States,"July 1, 2019",2017,TV-G,53 min,Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms."
s7632,Movie,Nymphomaniac: Volume II,Lars von Trier,"Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater, Jamie Bell, Uma Thurman, Willem Dafoe, Mia Goth, Sophie Kennedy Clark, Michael Pas, Stellan Skarsgard","Denmark, Germany, Belgium, United Kingdom, France, Sweden","August 25, 2018",2013,TV-MA,124 min,"Dramas, Independent Movies, International Movies",The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.
s7670,Movie,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",United States,"September 1, 2019",2006,PG,86 min,"Children & Family Movies, Comedies","After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world."
s7678,Movie,Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",United States,"February 16, 2017",2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies","When a programmer uses his wife's sympathetic voice for his company's customer service app, he starts to rely more on her idealized self than her."
s7728,Movie,Perfect Bid: The Contestant Who Knew Too Much,C.J. Wallis,Theodore Slauson,Canada,"April 30, 2019",2017,TV-MA,72 min,Documentaries,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked."
s7740,Movie,Phullu,Abhishek Saxena,"Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi",India,"December 31, 2019",2017,TV-14,96 min,"Dramas, Independent Movies, International Movies","Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
s7750,Movie,Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden",United States,"June 1, 2020",2010,TV-14,81 min,"Action & Adventure, Sci-Fi & Fantasy","When Earth's superheroes exile the volatile Incredible Hulk to a distant planet called Sakaar, the muscle-bound green monster is sold into slavery."
s7754,Movie,Playing Hard,Jean-Simon Chartier,,"Canada, United States","April 5, 2019",2018,TV-MA,92 min,"Documentaries, International Movies","Step inside the Ubisoft offices, and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years."
s7765,TV Show,Power Rangers in Space,,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan","January 1, 2016",1998,TV-Y7,1 Season,Kids' TV,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter."
s7769,TV Show,Power Rangers Mystic Force,,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",United States,"January 1, 2016",2006,TV-Y7,1 Season,Kids' TV,"When the wicked Undead Army is unleashed, sorceress Udonna empowers five teenagers – the Mystic Force Power Rangers – to save mankind."
s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",United States,"January 1, 2016",2011,TV-Y7,46 min,Children & Family Movies,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred's Mooger army and a robotic villain from the RPM Ranger's dimension.
s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",United States,"January 1, 2016",2011,TV-Y7,24 min,Movies,"On Halloween night, the creepiest creatures from the Netherworld trade war stories about their battles with the Samurai Power Rangers."
s7783,TV Show,Power Rangers Time Force,,"Jason Faunt, Erin Cahill, Kevin Kleinberg, Deborah Estelle Phillips, Michael Copon, Daniel Southworth, Vernon Wells, Kate Sheldon, Edward Lawrence Albert, Brianne Siddall, Terence J. Rotolo, Eddie Frierson",United States,"January 1, 2016",2001,TV-Y7,1 Season,Kids' TV,"The team launches a new campaign against evil in the year 3000, when the imprisoned criminal mastermind Ransik is freed by his daughter."
s7809,TV Show,Qué pena tu serie,,"Ariel Levy, Andrea Velasco, Lucy Cominetti, Ignacia Allamand, Paz Bascuñán, Claudia Celedón, Nicolás Martínez",United States,"November 4, 2016",2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Javier is happily in love with Sofia, so when she breaks up their perfect life, he has to get her back – or maybe try finding a new perfect love."
s7811,TV Show,Queen of No Marriage,,"Ethan Juan, Cheryl Yang, Harry Chang, Sylvia Yang, James Wen, Patrick Lee",Taiwan,"August 1, 2016",2009,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Sparks begin to fly when a successful 33-year-old single woman and a 25-year-old romantic with few prospects navigate love and differences.
s7815,Movie,R.L. Stine's Mostly Ghostly,Richard Correll,"Madison Pettis, Sterling Beaumon, Luke Benward, Brian Stepanek, David DeLuise, Kim Rhodes, Adam Hicks, Ali Lohan, Sabrina Bryan, Rachel Winfree, Diego Acuña",United States,"August 1, 2018",2008,PG,98 min,"Children & Family Movies, Comedies","After discovering a pair of young ghosts, a nebbish 11-year-old agrees to help the sibling spirits solve the mystery surrounding their demise."
s7820,Movie,Radiopetti,Hari Viswanath,"Lakshmanan, TVV Ramanujam, Shobana, Nivas Adithan, Indhumathi, Baby Maya, Master Rohan",India,"January 1, 2017",2015,TV-PG,83 min,"Dramas, International Movies","An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood."
s7838,Movie,Ready,Anees Bazmee,"Salman Khan, Asin, Paresh Rawal, Mahesh Manjrekar, Anuradha Patel, Manoj Pahwa, Manoj Joshi, Puneet Issar, Sharat Saxena, Akhilendra Mishra, Zarine Khan, Arya Babbar",India,"October 22, 2017",2011,TV-PG,144 min,"Comedies, International Movies, Romantic Movies","Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy."
s7851,TV Show,Reggie Yates Outside Man,,Reggie Yates,United Kingdom," December 15, 2017",2017,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows","Award-winning filmmaker Reggie Yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction."
s7854,Movie,Remember,Atom Egoyan,"Christopher Plummer, Bruno Ganz, Jürgen Prochnow, Heinz Lieven, Henry Czerny, Dean Norris, Martin Landau","Canada, Mexico, Germany, South Africa","July 26, 2018",2015,R,95 min,"Action & Adventure, Dramas","Following the written instructions of his friend, senile Zev crosses the country to find and murder the Nazi who killed their families in Auschwitz."
s7855,Movie,Remember Me,Allen Coulter,"Robert Pattinson, Emilie de Ravin, Chris Cooper, Lena Olin, Pierce Brosnan, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle",United States,"August 1, 2020",2010,PG-13,112 min,"Dramas, Romantic Movies","Tyler's still feeling lost following the tragedy that's strained his relationship with his father when he meets Ally, a girl who understands his pain."
